id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
1501	Machi	Мачи	42.86143	45.30445	Chechen	Nakh	East Caucasian		Chechen									Machi	chec1245	#996600	#996633	2025-03-20
1502	Meken-yurt	Мекен-юрт	43.608611	45.405833	Chechen	Nakh	East Caucasian		Chechen									Meken-yurt	chec1245	#996600	#996633	2025-03-20
1503	Mekenskaya	Мекенская	43.668889	45.384444	Chechen	Nakh	East Caucasian		Chechen									Mekenskaya	chec1245	#996600	#996633	2025-03-20
1504	Melchkhi	Мелчхи	43.310035	46.18759	Chechen	Nakh	East Caucasian		Chechen									Melchkhi	chec1245	#996600	#996633	2025-03-20
1505	Mesedoy	Меседой	43.01556	46.127196	Chechen	Nakh	East Caucasian		Chechen									Mesedoy	chec1245	#996600	#996633	2025-03-20
1506	Mesker-yurt	Мескер-юрт	43.251389	45.909444	Chechen	Nakh	East Caucasian		Chechen									Mesker-yurt	chec1245	#996600	#996633	2025-03-20
1507	Meskety	Мескеты	43.161389	46.357778	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский					Meskety	chec1245	#996600	#996633	2025-03-20
1508	Mekhkeshty	Мехкешты	43.055158	46.394023	Chechen	Nakh	East Caucasian		Chechen									Mekhkeshty	chec1245	#996600	#996633	2025-03-20
1509	Meshi	Меши	42.752222	45.178611	Chechen	Nakh	East Caucasian		Chechen	Melkhi	Мелхинский							Meshi	chec1245	#996600	#996633	2025-03-20
1510	Meshteroy	Мештерой	42.791802	45.30704	Chechen	Nakh	East Caucasian		Chechen									Meshteroy	chec1245	#996600	#996633	2025-03-20
1511	Mirnyy	Мирный	43.694859	45.476983	Chechen	Nakh	East Caucasian		Chechen									Mirnyy	chec1245	#996600	#996633	2025-03-20
1512	Mocaroy	Моцарой	42.889705	45.370211	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский							Mocaroy	chec1245	#996600	#996633	2025-03-20
1513	Mockaroy	Моцкарой	42.78464	45.38695	Chechen	Nakh	East Caucasian		Chechen									Mockaroy	chec1245	#996600	#996633	2025-03-20
1514	Mulkoy	Мулкой	42.815278	45.534167	Chechen	Nakh	East Caucasian		Chechen									Mulkoy	chec1245	#996600	#996633	2025-03-20
1515	Muskali	Мускали	42.841914	45.736043	Chechen	Nakh	East Caucasian		Chechen									Muskali	chec1245	#996600	#996633	2025-03-20
1516	Musolt-aul	Мусолт-аул	42.833849	45.772461	Chechen	Nakh	East Caucasian		Chechen									Musolt-aul	chec1245	#996600	#996633	2025-03-20
1517	Mushechu	Мушечу	42.914444	45.408889	Chechen	Nakh	East Caucasian		Chechen									Mushechu	chec1245	#996600	#996633	2025-03-20
1518	Naberezhnyy	Набережный	43.506683	45.787822	Chechen	Nakh	East Caucasian		Chechen									Naberezhnyy	chec1245	#996600	#996633	2025-03-20
1519	Nagornoe	Нагорное	43.417064	45.1803	Chechen	Nakh	East Caucasian		Chechen									Nagornoe	chec1245	#996600	#996633	2025-03-20
1520	Nadterechnoe	Надтеречное	43.618611	45.338889	Chechen	Nakh	East Caucasian		Chechen									Nadterechnoe	chec1245	#996600	#996633	2025-03-20
1521	Naurskaya	Наурская	43.648611	45.314722	Chechen	Nakh	East Caucasian		Chechen									Naurskaya	chec1245	#996600	#996633	2025-03-20
1522	Nakhorusty	Нахорусты	42.736884	45.242665	Chechen	Nakh	East Caucasian		Chechen									Nakhorusty	chec1245	#996600	#996633	2025-03-20
1523	Nezheloy	Нежелой	42.813029	45.905298	Chechen	Nakh	East Caucasian		Chechen									Nezheloy	chec1245	#996600	#996633	2025-03-20
1524	Neftyanka	Нефтянка	42.956646	46.085505	Chechen	Nakh	East Caucasian		Chechen									Neftyanka	chec1245	#996600	#996633	2025-03-20
1525	Nizhnie kurchali	Нижние курчали	43.02774	46.16736	Chechen	Nakh	East Caucasian		Chechen									Nizhnie kurchali	chec1245	#996600	#996633	2025-03-20
1526	Nizhniy azhgechu	Нижний ажгечу	42.952566	45.402498	Chechen	Nakh	East Caucasian		Chechen									Nizhniy azhgechu	chec1245	#996600	#996633	2025-03-20
1527	Nizhniy kiy	Нижний кий	42.8	45.266667	Chechen	Nakh	East Caucasian		Chechen									Nizhniy kiy	chec1245	#996600	#996633	2025-03-20
1528	Nizhniy noybera	Нижний нойбера	43.266667	46.278889	Chechen	Nakh	East Caucasian		Chechen									Nizhniy noybera	chec1245	#996600	#996633	2025-03-20
1529	Nikaroy	Никарой	42.822218	45.366323	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский							Nikaroy	chec1245	#996600	#996633	2025-03-20
1530	Niki-khita	Ники-хита	43.115634	46.069614	Chechen	Nakh	East Caucasian		Chechen									Niki-khita	chec1245	#996600	#996633	2025-03-20
1531	Nikolaevskaya	Николаевская	43.531389	45.772222	Chechen	Nakh	East Caucasian		Chechen									Nikolaevskaya	chec1245	#996600	#996633	2025-03-20
1532	Nikhaloy	Нихалой	42.840278	45.662778	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский							Nikhaloy	chec1245	#996600	#996633	2025-03-20
1533	Nitsovkra	Ницовкра	42.15951	47.081271	Chechen	Nakh	East Caucasian		Chechen									Nitsovkra	chec1245	#996600	#996633	2025-03-20
1534	Novo-shhedrinskaya	Ново-щедринская	43.485833	46.101389	Chechen	Nakh	East Caucasian		Chechen									Novo-shhedrinskaya	chec1245	#996600	#996633	2025-03-20
1535	Novoe solkushino	Новое солкушино	43.587222	45.681944	Chechen	Nakh	East Caucasian		Chechen									Novoe solkushino	chec1245	#996600	#996633	2025-03-20
1536	Novoterskoe	Новотерское	43.602222	45.589444	Chechen	Nakh	East Caucasian		Chechen									Novoterskoe	chec1245	#996600	#996633	2025-03-20
1537	Novye atagi	Новые атаги	43.127778	45.791111	Chechen	Nakh	East Caucasian		Chechen									Novye atagi	chec1245	#996600	#996633	2025-03-20
1538	Novyy zamay-yurt	Новый замай-юрт	43.134106	46.358098	Chechen	Nakh	East Caucasian		Chechen									Novyy zamay-yurt	chec1245	#996600	#996633	2025-03-20
1539	Novyy yengenoy	Новый йенгеной	43.308333	46.026111	Chechen	Nakh	East Caucasian		Chechen									Novyy yengenoy	chec1245	#996600	#996633	2025-03-20
1540	Novyy sharoy	Новый шарой	43.254444	45.277778	Chechen	Nakh	East Caucasian		Chechen	Sharoy	Шароевский							Novyy sharoy	chec1245	#996600	#996633	2025-03-20
1541	Nozhay-yurt	Ножай-юрт	43.097222	46.379167	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский					Nozhay-yurt	chec1245	#996600	#996633	2025-03-20
1542	Nokhchi-keloy	Нохчи-келой	42.757485	45.93201	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский	Day	Дайский					Nokhchi-keloy	chec1245	#996600	#996633	2025-03-20
1543	Nyrkov	Нырков	43.785403	45.386589	Chechen	Nakh	East Caucasian		Chechen									Nyrkov	chec1245	#996600	#996633	2025-03-20
1544	Obil'nyy	Обильный	43.578322	45.746836	Chechen	Nakh	East Caucasian		Chechen									Obil'nyy	chec1245	#996600	#996633	2025-03-20
1545	Obuzalaul	Обузалаул	42.736781	46.064346	Chechen	Nakh	East Caucasian		Chechen									Obuzalaul	chec1245	#996600	#996633	2025-03-20
1546	Ozhi-yurt	Ожи-юрт	43.001515	46.316986	Chechen	Nakh	East Caucasian		Chechen									Ozhi-yurt	chec1245	#996600	#996633	2025-03-20
1547	Oktyabr'skoe	Октябрьское	42.980278	46.080833	Chechen	Nakh	East Caucasian		Chechen									Oktyabr'skoe	chec1245	#996600	#996633	2025-03-20
1548	Omalo (Pankisi)	Омало (Панкиси)	42.1844732	45.3140331	Chechen	Nakh	East Caucasian		Chechen									Omalo (Pankisi)	chec1245	#996600	#996633	2025-03-20
1549	Oraz-aul	Ораз-аул	43.556944	45.960278	Chechen	Nakh	East Caucasian		Chechen									Oraz-aul	chec1245	#996600	#996633	2025-03-20
1550	Orlinoe	Орлиное	43.514868	45.109405	Chechen	Nakh	East Caucasian		Chechen									Orlinoe	chec1245	#996600	#996633	2025-03-20
1551	Osi-yurt	Оси-юрт	42.986703	46.299984	Chechen	Nakh	East Caucasian		Chechen									Osi-yurt	chec1245	#996600	#996633	2025-03-20
1552	Otta	Отта	42.80278	45.38437	Chechen	Nakh	East Caucasian		Chechen									Otta	chec1245	#996600	#996633	2025-03-20
1553	Ochaki	Очаки	42.838889	45.322222	Chechen	Nakh	East Caucasian		Chechen									Ochaki	chec1245	#996600	#996633	2025-03-20
1554	Oshni	Ошни	42.770556	45.378333	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский							Oshni	chec1245	#996600	#996633	2025-03-20
1555	Pamyatoy	Памятой	42.856111	45.693889	Chechen	Nakh	East Caucasian		Chechen									Pamyatoy	chec1245	#996600	#996633	2025-03-20
1556	Paraboch	Парабоч	43.47266	46.294588	Chechen	Nakh	East Caucasian		Chechen									Paraboch	chec1245	#996600	#996633	2025-03-20
1557	Pariaul	Париаул	42.821457	46.024116	Chechen	Nakh	East Caucasian		Chechen									Pariaul	chec1245	#996600	#996633	2025-03-20
1558	Pachu	Пачу	42.983333	46.316667	Chechen	Nakh	East Caucasian		Chechen									Pachu	chec1245	#996600	#996633	2025-03-20
1559	Pezh-baskhoy	Пеж-басхой	42.726787	45.423122	Chechen	Nakh	East Caucasian		Chechen									Pezh-baskhoy	chec1245	#996600	#996633	2025-03-20
1560	Pezhey	Пежей	42.713149	45.427287	Chechen	Nakh	East Caucasian		Chechen									Pezhey	chec1245	#996600	#996633	2025-03-20
1561	Pervomayskaya	Первомайская	43.401944	45.522778	Chechen	Nakh	East Caucasian		Chechen									Pervomayskaya	chec1245	#996600	#996633	2025-03-20
1562	Peschanoe	Песчаное	43.908765	45.805986	Chechen	Nakh	East Caucasian		Chechen									Peschanoe	chec1245	#996600	#996633	2025-03-20
1563	Petropavlovskaya	Петропавловская	43.386389	45.828889	Chechen	Nakh	East Caucasian		Chechen									Petropavlovskaya	chec1245	#996600	#996633	2025-03-20
1564	Peshkhoy	Пешхой	42.853158	45.480087	Chechen	Nakh	East Caucasian		Chechen									Peshkhoy	chec1245	#996600	#996633	2025-03-20
1565	Pionerskoe	Пионерское	43.042469	45.708575	Chechen	Nakh	East Caucasian		Chechen									Pionerskoe	chec1245	#996600	#996633	2025-03-20
1566	Pobedinskoe	Побединское	43.400833	45.433056	Chechen	Nakh	East Caucasian		Chechen									Pobedinskoe	chec1245	#996600	#996633	2025-03-20
1567	Podgornoe	Подгорное	43.583611	45.4425	Chechen	Nakh	East Caucasian		Chechen									Podgornoe	chec1245	#996600	#996633	2025-03-20
1568	Postnyy	Постный	43.72376	45.632907	Chechen	Nakh	East Caucasian		Chechen									Postnyy	chec1245	#996600	#996633	2025-03-20
1569	Pravoberezhnoe	Правобережное	43.524444	45.699722	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Terek	Надтеречный					Pravoberezhnoe	chec1245	#996600	#996633	2025-03-20
1570	Prigorodnoe	Пригородное	43.254444	45.756944	Chechen	Nakh	East Caucasian		Chechen									Prigorodnoe	chec1245	#996600	#996633	2025-03-20
1571	Primykanie	Примыкание	43.302662	45.823233	Chechen	Nakh	East Caucasian		Chechen									Primykanie	chec1245	#996600	#996633	2025-03-20
1572	Proletarskoe	Пролетарское	43.3875	45.597222	Chechen	Nakh	East Caucasian		Chechen									Proletarskoe	chec1245	#996600	#996633	2025-03-20
1573	Pyetyeaul	Пыетыеаул	42.7862	46.006488	Chechen	Nakh	East Caucasian		Chechen									Pyetyeaul	chec1245	#996600	#996633	2025-03-20
1574	Raduzhnoe	Радужное	43.404981	45.397468	Chechen	Nakh	East Caucasian		Chechen									Raduzhnoe	chec1245	#996600	#996633	2025-03-20
1575	Regita	Регита	43.095556	46.124722	Chechen	Nakh	East Caucasian		Chechen									Regita	chec1245	#996600	#996633	2025-03-20
1576	Rigakhoy	Ригахой	42.725755	46.034167	Chechen	Nakh	East Caucasian		Chechen									Rigakhoy	chec1245	#996600	#996633	2025-03-20
1577	Rogun-kazha	Рогун-кажа	43.074444	46.348611	Chechen	Nakh	East Caucasian		Chechen									Rogun-kazha	chec1245	#996600	#996633	2025-03-20
1578	Roshni-chu	Рошни-чу	43.088889	45.4575	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский							Roshni-chu	chec1245	#996600	#996633	2025-03-20
1579	Rubezhnoe	Рубежное	43.728611	45.172222	Chechen	Nakh	East Caucasian		Chechen									Rubezhnoe	chec1245	#996600	#996633	2025-03-20
1580	Runnoe	Рунное	43.919694	46.044794	Chechen	Nakh	East Caucasian		Chechen									Runnoe	chec1245	#996600	#996633	2025-03-20
1581	Ryadukhoy	Рядухой	42.850278	45.649444	Chechen	Nakh	East Caucasian		Chechen									Ryadukhoy	chec1245	#996600	#996633	2025-03-20
1582	Savel'evskaya	Савельевская	43.630278	45.459722	Chechen	Nakh	East Caucasian		Chechen									Savel'evskaya	chec1245	#996600	#996633	2025-03-20
1583	Sadovoe (Chechnya)	Садовое (Чечня)	43.408459	45.595744	Chechen	Nakh	East Caucasian		Chechen									Sadovoe (Chechnya)	chec1245	#996600	#996633	2025-03-20
1584	Sadoy	Садой	42.701835	46.063155	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Sadoy	chec1245	#996600	#996633	2025-03-20
1585	Sayasan	Сайасан	43.061111	46.290833	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский					Sayasan	chec1245	#996600	#996633	2025-03-20
1586	Sakan-iiste	Сакан-Иисте	42.689444	45.476389	Chechen	Nakh	East Caucasian		Chechen									Sakan-iiste	chec1245	#996600	#996633	2025-03-20
1587	Sakilinzhili	Сакинжили	42.94052	45.39714	Chechen	Nakh	East Caucasian		Chechen									Sakilinzhili	chec1245	#996600	#996633	2025-03-20
1588	Samashki	Самашки	43.292222	45.303889	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Samashki	chec1245	#996600	#996633	2025-03-20
1589	Sanoy	Саной	42.796389	45.791111	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский	Day	Дайский					Sanoy	chec1245	#996600	#996633	2025-03-20
1590	Satti	Сатти	42.840278	45.706111	Chechen	Nakh	East Caucasian		Chechen									Satti	chec1245	#996600	#996633	2025-03-20
1591	Sakhani	Сахани	42.725931	45.22735	Chechen	Nakh	East Caucasian		Chechen									Sakhani	chec1245	#996600	#996633	2025-03-20
1592	Svobodnoe	Свободное	43.75891	45.25946	Chechen	Nakh	East Caucasian		Chechen									Svobodnoe	chec1245	#996600	#996633	2025-03-20
1593	Selivankin	Селиванкин	43.877187	45.6737	Chechen	Nakh	East Caucasian		Chechen									Selivankin	chec1245	#996600	#996633	2025-03-20
1594	Sel'mentauzen	Сельментаузен	42.940833	45.863056	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский					Sel'mentauzen	chec1245	#996600	#996633	2025-03-20
1595	Semikolodcev	Семиколодцев	43.662959	45.773835	Chechen	Nakh	East Caucasian		Chechen									Semikolodcev	chec1245	#996600	#996633	2025-03-20
1596	Senakhoy	Сенахой	42.757193	45.410183	Chechen	Nakh	East Caucasian		Chechen									Senakhoy	chec1245	#996600	#996633	2025-03-20
1597	Serzhen'-yurt	Сержень-юрт	43.109722	45.974167	Chechen	Nakh	East Caucasian		Chechen									Serzhen'-yurt	chec1245	#996600	#996633	2025-03-20
1598	Simsir	Симсир	43.009444	46.465833	Chechen	Nakh	East Caucasian		Chechen									Simsir	chec1245	#996600	#996633	2025-03-20
1599	Sitnikov	Ситников	43.732241	45.514123	Chechen	Nakh	East Caucasian		Chechen									Sitnikov	chec1245	#996600	#996633	2025-03-20
1600	Sovragi	Совраги	43.085328	46.334168	Chechen	Nakh	East Caucasian		Chechen									Sovragi	chec1245	#996600	#996633	2025-03-20
1601	Sogunty	Согунты	43.141111	46.343889	Chechen	Nakh	East Caucasian		Chechen									Sogunty	chec1245	#996600	#996633	2025-03-20
1602	Srednie kurchali	Средние курчали	43.014986	46.186189	Chechen	Nakh	East Caucasian		Chechen									Srednie kurchali	chec1245	#996600	#996633	2025-03-20
1603	Staro-shhedrinskaya	Старо-щедринская	43.469722	46.106667	Chechen	Nakh	East Caucasian		Chechen									Staro-shhedrinskaya	chec1245	#996600	#996633	2025-03-20
1604	Starogladovskaya	Старогладовская	43.635833	46.416389	Chechen	Nakh	East Caucasian		Chechen									Starogladovskaya	chec1245	#996600	#996633	2025-03-20
1605	Starye atagi	Старые атаги	43.1	45.738583	Chechen	Nakh	East Caucasian		Chechen									Starye atagi	chec1245	#996600	#996633	2025-03-20
1606	Staryy achkhoy	Старый ачхой	43.130556	45.2975	Chechen	Nakh	East Caucasian		Chechen									Staryy achkhoy	chec1245	#996600	#996633	2025-03-20
1607	Sterch-kerch	Стерч-керч	42.992102	46.344103	Chechen	Nakh	East Caucasian		Chechen									Sterch-kerch	chec1245	#996600	#996633	2025-03-20
1608	Syuzhi	Сюжи	42.890278	45.639722	Chechen	Nakh	East Caucasian		Chechen	Itum-Kali	Итум-калинский	Shatoy	Шатойский					Syuzhi	chec1245	#996600	#996633	2025-03-20
1609	Tazbichi	Тазбичи	42.707778	45.597222	Chechen	Nakh	East Caucasian		Chechen									Tazbichi	chec1245	#996600	#996633	2025-03-20
1610	Tazen-kala	Тазен-кала	42.980989	46.182928	Chechen	Nakh	East Caucasian		Chechen									Tazen-kala	chec1245	#996600	#996633	2025-03-20
1611	Tangi-chu	Танги-чу	43.071667	45.511667	Chechen	Nakh	East Caucasian		Chechen									Tangi-chu	chec1245	#996600	#996633	2025-03-20
1612	Tarsenaul	Тарсенаул	42.810232	46.031935	Chechen	Nakh	East Caucasian		Chechen									Tarsenaul	chec1245	#996600	#996633	2025-03-20
1613	Tatay-khutor	Татай-хутор	43.038611	46.485556	Chechen	Nakh	East Caucasian		Chechen									Tatay-khutor	chec1245	#996600	#996633	2025-03-20
1614	Tevzana	Тевзана	42.975278	45.911111	Chechen	Nakh	East Caucasian		Chechen									Tevzana	chec1245	#996600	#996633	2025-03-20
1615	Terskoe	Терское	43.551944	45.563611	Chechen	Nakh	East Caucasian		Chechen									Terskoe	chec1245	#996600	#996633	2025-03-20
1616	Terta	Терта	42.74854	45.19644	Chechen	Nakh	East Caucasian		Chechen									Terta	chec1245	#996600	#996633	2025-03-20
1617	Tolstoy-yurt	Толстой-юрт	43.444444	45.778889	Chechen	Nakh	East Caucasian		Chechen									Tolstoy-yurt	chec1245	#996600	#996633	2025-03-20
1618	Tol'	Толь	42.911111	45.284722	Chechen	Nakh	East Caucasian		Chechen									Tol'	chec1245	#996600	#996633	2025-03-20
1619	Tongakhoy	Тонгахой	42.729134	45.465145	Chechen	Nakh	East Caucasian		Chechen									Tongakhoy	chec1245	#996600	#996633	2025-03-20
1620	Tumsoy	Тумсой	42.833333	45.63	Chechen	Nakh	East Caucasian		Chechen									Tumsoy	chec1245	#996600	#996633	2025-03-20
1621	Tundukh	Тундух	42.734574	46.04	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Tundukh	chec1245	#996600	#996633	2025-03-20
1622	Tunzhi-aul	Тунжи-аул	42.727656	46.048118	Chechen	Nakh	East Caucasian		Chechen									Tunzhi-aul	chec1245	#996600	#996633	2025-03-20
1623	Turty-khutor	Турты-хутор	43.093333	46.27	Chechen	Nakh	East Caucasian		Chechen									Turty-khutor	chec1245	#996600	#996633	2025-03-20
1624	Tuskharoy	Тусхарой	42.724444	45.530278	Chechen	Nakh	East Caucasian		Chechen									Tuskharoy	chec1245	#996600	#996633	2025-03-20
1625	Tukhoy	Тухой	42.759357	45.436405	Chechen	Nakh	East Caucasian		Chechen									Tukhoy	chec1245	#996600	#996633	2025-03-20
1626	Tushikaul	Тушикаул	42.789305	46.018159	Chechen	Nakh	East Caucasian		Chechen									Tushikaul	chec1245	#996600	#996633	2025-03-20
1627	Ulus-kert	Улус-керт	42.988056	45.76	Chechen	Nakh	East Caucasian		Chechen									Ulus-kert	chec1245	#996600	#996633	2025-03-20
1628	Ul'yanovskoe	Ульяновское	43.630556	45.601389	Chechen	Nakh	East Caucasian		Chechen									Ul'yanovskoe	chec1245	#996600	#996633	2025-03-20
1629	Urdyukhoy	Урдюхой	42.842357	45.702284	Chechen	Nakh	East Caucasian		Chechen									Urdyukhoy	chec1245	#996600	#996633	2025-03-20
1630	Urus-martan	Урус-мартан	43.129167	45.541667	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Urus-Martan	Урус-мартановский					Urus-martan	chec1245	#996600	#996633	2025-03-20
1631	Usad'ba goskhoza «mineral'nyy»	Усадьба госхоза «минеральный»	43.545966	45.326088	Chechen	Nakh	East Caucasian		Chechen									Usad'ba goskhoza «mineral'nyy»	chec1245	#996600	#996633	2025-03-20
1632	Usum-khutor	Усум-хутор	43.117337	46.16837	Chechen	Nakh	East Caucasian		Chechen									Usum-khutor	chec1245	#996600	#996633	2025-03-20
1633	Ushkaloy	Ушкалой	42.777778	45.611389	Chechen	Nakh	East Caucasian		Chechen									Ushkaloy	chec1245	#996600	#996633	2025-03-20
1634	Frunzenskoe	Фрунзенское	43.6375	45.663611	Chechen	Nakh	East Caucasian		Chechen									Frunzenskoe	chec1245	#996600	#996633	2025-03-20
1635	Khay-khecaguni	Хай-хецагуни	42.847034	45.900792	Chechen	Nakh	East Caucasian		Chechen									Khay-khecaguni	chec1245	#996600	#996633	2025-03-20
1636	Khaybakh	Хайбах	42.877222	45.357778	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский							Khaybakh	chec1245	#996600	#996633	2025-03-20
1637	Khakkoy	Хаккой	42.881667	45.674722	Chechen	Nakh	East Caucasian		Chechen									Khakkoy	chec1245	#996600	#996633	2025-03-20
1638	Khakmadoy	Хакмадой	42.620556	45.83	Chechen	Nakh	East Caucasian		Chechen									Khakmadoy	chec1245	#996600	#996633	2025-03-20
1639	Khal-kiloy	Хал-килой	42.838889	45.818056	Chechen	Nakh	East Caucasian		Chechen									Khal-kiloy	chec1245	#996600	#996633	2025-03-20
1640	Khambi-irzi	Хамби-ирзи	43.234167	45.451667	Chechen	Nakh	East Caucasian		Chechen									Khambi-irzi	chec1245	#996600	#996633	2025-03-20
1641	Khangish-yurt	Хангиш-юрт	43.413056	46.236111	Chechen	Nakh	East Caucasian		Chechen									Khangish-yurt	chec1245	#996600	#996633	2025-03-20
1642	Kharachoy	Харачой	42.904167	46.138611	Chechen	Nakh	East Caucasian		Chechen	Lowland	Плоскостной	Ichkerian	Ичкерийский					Kharachoy	chec1245	#996600	#996633	2025-03-20
1643	Kharkaroy	Харкарой	42.72463	46.068851	Chechen	Nakh	East Caucasian		Chechen									Kharkaroy	chec1245	#996600	#996633	2025-03-20
1644	Kharsenoy	Харсеной	42.914167	45.549722	Chechen	Nakh	East Caucasian		Chechen									Kharsenoy	chec1245	#996600	#996633	2025-03-20
1645	Khar'kovskoe	Харьковское	43.476667	46.333889	Chechen	Nakh	East Caucasian		Chechen									Khar'kovskoe	chec1245	#996600	#996633	2025-03-20
1646	Khattuni	Хаттуни	42.980278	45.936944	Chechen	Nakh	East Caucasian		Chechen									Khattuni	chec1245	#996600	#996633	2025-03-20
1647	Khakhalgi	Хахалги	42.840278	45.155556	Chechen	Nakh	East Caucasian		Chechen									Khakhalgi	chec1245	#996600	#996633	2025-03-20
1648	Khashki-mokhk	Хашки-мохк	43.064966	46.19528	Chechen	Nakh	East Caucasian		Chechen									Khashki-mokhk	chec1245	#996600	#996633	2025-03-20
1649	Kheldi	Хелди	42.675278	45.644722	Chechen	Nakh	East Caucasian		Chechen									Kheldi	chec1245	#996600	#996633	2025-03-20
1650	Khidi-khutor	Хиди-хутор	43.11	46.146944	Chechen	Nakh	East Caucasian		Chechen									Khidi-khutor	chec1245	#996600	#996633	2025-03-20
1651	Khildekharoy	Хилдехарой	42.748333	45.667778	Chechen	Nakh	East Caucasian		Chechen									Khildekharoy	chec1245	#996600	#996633	2025-03-20
1652	Khiloy	Хилой	42.862804	45.41693	Chechen	Nakh	East Caucasian		Chechen	Galanchozh	Галанчожский							Khiloy	chec1245	#996600	#996633	2025-03-20
1653	Khimoy	Химой	42.654444	45.852222	Chechen	Nakh	East Caucasian		Chechen									Khimoy	chec1245	#996600	#996633	2025-03-20
1654	Khindoy	Хиндой	42.703677	46.006265	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Khindoy	chec1245	#996600	#996633	2025-03-20
1655	Khoy	Хой	42.750984	46.127223	Chechen	Nakh	East Caucasian		Chechen	Cheberloy	Чеберлоевский							Khoy	chec1245	#996600	#996633	2025-03-20
1656	Khorci-pada	Хорци-Пада	42.718039	45.410685	Chechen	Nakh	East Caucasian		Chechen									Khorci-pada	chec1245	#996600	#996633	2025-03-20
1657	Khoch-koch	Хоч-коч	42.92909	45.42358	Chechen	Nakh	East Caucasian		Chechen									Khoch-koch	chec1245	#996600	#996633	2025-03-20
1658	Khochi-ara	Хочи-ара	43.051831	46.320541	Chechen	Nakh	East Caucasian		Chechen									Khochi-ara	chec1245	#996600	#996633	2025-03-20
1659	Khulandoy	Хуландой	42.553333	45.754167	Chechen	Nakh	East Caucasian		Chechen	Sharoy	Шароевский							Khulandoy	chec1245	#996600	#996633	2025-03-20
1660	Ca-vedeno	Ца-ведено	43.018333	46.052778	Chechen	Nakh	East Caucasian		Chechen									Ca-vedeno	chec1245	#996600	#996633	2025-03-20
1661	Cacakh	Цацах	42.714722	45.504167	Chechen	Nakh	East Caucasian		Chechen									Cacakh	chec1245	#996600	#996633	2025-03-20
1662	Celtakumoy	Целтакумой	42.780514	45.459004	Chechen	Nakh	East Caucasian		Chechen									Celtakumoy	chec1245	#996600	#996633	2025-03-20
1663	Centaroy	Центарой	43.221944	46.245833	Chechen	Nakh	East Caucasian		Chechen									Centaroy	chec1245	#996600	#996633	2025-03-20
1664	Centora-yurt	Центора-юрт	43.302778	45.828056	Chechen	Nakh	East Caucasian		Chechen									Centora-yurt	chec1245	#996600	#996633	2025-03-20
1665	Cesi	Цеси	42.680278	45.790833	Chechen	Nakh	East Caucasian		Chechen									Cesi	chec1245	#996600	#996633	2025-03-20
1666	Cinchemekhi	Цинчемехи	42.737644	45.227823	Chechen	Nakh	East Caucasian		Chechen									Cinchemekhi	chec1245	#996600	#996633	2025-03-20
1667	Coci-yurt	Цоци-юрт	43.238333	46.000556	Chechen	Nakh	East Caucasian		Chechen									Coci-yurt	chec1245	#996600	#996633	2025-03-20
1668	Chayry	Чайры	42.620556	45.909722	Chechen	Nakh	East Caucasian		Chechen									Chayry	chec1245	#996600	#996633	2025-03-20
1669	Charakhaul	Чарахаул	42.751768	46.05799	Chechen	Nakh	East Caucasian		Chechen									Charakhaul	chec1245	#996600	#996633	2025-03-20
1670	Charmakhoy	Чармахой	42.891111	45.390833	Chechen	Nakh	East Caucasian		Chechen									Charmakhoy	chec1245	#996600	#996633	2025-03-20
1671	Charydy	Чарыды	42.738027	45.904195	Chechen	Nakh	East Caucasian		Chechen									Charydy	chec1245	#996600	#996633	2025-03-20
1672	Chervlyonnaya	Червлённая	43.501389	45.883333	Chechen	Nakh	East Caucasian		Chechen									Chervlyonnaya	chec1245	#996600	#996633	2025-03-20
